This file was created by CMPT_ME_RETS using the 202309 CRSP database.  It contains,,,,,,,,,,,,,,,,,,,
value- and equal-weighted returns for size portfolios.  Each record contains returns for:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Negative (not used)  30%  40%  30%     5 Quintiles    10 Deciles,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The portfolios are constructed at the end of Jun.  The annual returns are from January,,,,,,,,,,,,,,,,,,,
to December.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Missing data are indicated by -99.99 or -999.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
  Equal Weight Returns -- Monthly,,,,,,,,,,,,,,,,,,,
Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,02-Dec,03-Dec,04-Dec,05-Dec,06-Dec,07-Dec,08-Dec,09-Dec,Hi 10
196411,-99.99,-0.13,-0.2,0.23,-0.23,-0.53,0.47,0.07,0.32,-0.32,0.07,0.46,-1.69,0.28,0.65,0.1,0.05,0.31,0.32
196412,-99.99,-2.31,-0.2,-0.19,-2.51,-0.55,-0.43,-0.19,-0.18,-2.54,-2.39,-1.17,0.17,-0.26,-0.59,-0.16,-0.23,-0.27,-0.09
196501,-99.99,8.9,5.81,4.84,9.32,6.53,5.77,5.33,4.43,10.05,6.74,6.45,6.61,5.45,6.08,5,5.66,4.53,4.34
196502,-99.99,3.73,3.58,2.01,3.72,3.8,3.82,2.75,1.67,4.09,2.42,3.77,3.83,4.6,3.08,2.8,2.69,2.67,0.7
196503,-99.99,2.71,0.29,-0.71,2.96,0.52,0.79,-0.07,-1,3.07,2.59,1.28,-0.35,0.93,0.65,-0.01,-0.13,-0.52,-1.46
196504,-99.99,4.68,4.01,2.68,4.87,4.07,3.9,3.34,2.48,5.23,3.56,3.62,4.59,4.46,3.35,3.61,3.09,2.61,2.36
196505,-99.99,-0.47,-0.7,-0.69,-0.33,-0.88,-0.66,-0.98,-0.61,0.14,-1.97,-1.26,-0.43,-0.91,-0.43,-1.09,-0.86,-0.48,-0.74
196506,-99.99,-9.2,-8.17,-5.69,-9.36,-8.63,-7.95,-7.44,-4.94,-9.38,-9.25,-8.29,-9.02,-7.95,-7.95,-7.68,-7.2,-5.73,-4.16
196507,-99.99,2.93,3.28,2.39,2.84,3.5,3.41,3.14,1.8,2.66,3.56,3.49,3.51,3.48,3.34,2.74,3.57,2.44,1.16
196508,-99.99,3.81,5.48,3.56,3.74,4.77,6.25,4.24,3.18,3.56,4.48,4.28,5.28,7.45,5.06,4.14,4.33,3.35,3.02
196509,-99.99,2.35,3.47,2.74,2.3,3.55,3.2,2.91,2.66,2.36,2.02,2.69,4.48,3.36,3.04,2.9,2.91,2.87,2.45
196510,-99.99,7.38,4.85,3.01,7.64,5.75,5.12,3.61,2.6,7.93,6.43,5.82,5.68,5.61,4.62,3.4,3.83,3.32,1.89
196511,-99.99,6.28,4.09,1.43,6.84,3.96,3.83,3.04,0.75,7.57,3.87,2.74,5.27,4.58,3.08,3.29,2.78,1.47,0.05
196512,-99.99,5.58,3.54,1.53,5.72,4.69,3.14,2.35,1.53,6.08,4.27,4.74,4.64,2.83,3.46,3.12,1.55,1.84,1.22
196601,-99.99,9.2,3.67,1.87,9.63,5.6,3.96,2.73,1.09,10.34,6.76,6.52,4.59,4.04,3.87,2.1,3.4,2.03,0.18
196602,-99.99,5.29,1.37,-1.4,5.58,2.57,1.74,0,-1.89,6.08,3.57,3.49,1.57,2.02,1.45,0.43,-0.44,-1.48,-2.28
196603,-99.99,0.16,-2.57,-1.43,0.66,-2.35,-2.88,-2.26,-1.36,1.3,-1.9,-2.96,-1.7,-2.64,-3.13,-2.9,-1.59,-0.62,-2.07
196604,-99.99,6.19,3.39,2.09,6.09,5.26,3.52,2.77,1.88,6.37,4.95,6.83,3.51,3.6,3.43,3.02,2.51,2.06,1.7
196605,-99.99,-10.71,-7.54,-4.8,-11.01,-8.8,-7.37,-6.09,-4.39,-11.61,-8.61,-8.81,-8.79,-8,-6.73,-6.54,-5.62,-4.96,-3.84
196606,-99.99,-0.51,-0.58,-0.69,-0.61,-0.13,-0.47,-0.39,-1.15,-0.9,0.58,0.11,-0.39,-0.39,-0.55,-0.98,0.22,-0.67,-1.61
196607,-99.99,-1.8,-1.43,-1.36,-1.92,-1.66,-0.94,-1.61,-1.12,-1.97,-1.75,-1.01,-2.34,-0.83,-1.05,-1.41,-1.83,-0.86,-1.38
196608,-99.99,-11.21,-9.25,-7.74,-11.16,-10.59,-9.15,-8.6,-7.54,-11.54,-9.81,-11.51,-9.62,-9.36,-8.93,-9.05,-8.14,-8.02,-7.04
196609,-99.99,-2.3,-1.46,-1.13,-2.37,-1.74,-1.54,-1.34,-0.89,-2.58,-1.61,-1.85,-1.63,-1.29,-1.79,-1.1,-1.6,-1.35,-0.42
196610,-99.99,-4.24,0.51,4.41,-4.78,-1.18,1.57,2,4.94,-5.41,-2.56,-0.8,-1.59,0.86,2.27,0.67,3.37,4.93,4.96
196611,-99.99,4.02,5.3,2.82,4.05,4.41,4.84,4.93,2.62,3.61,5.63,3.88,4.96,6.02,3.66,6.59,3.22,2.35,2.89
196612,-99.99,1.37,2.03,1.72,1.22,2.14,2.01,2.36,1.3,0.91,2.33,2.36,1.92,2.18,1.85,2.17,2.55,2.31,0.26
196701,-99.99,21.6,14.82,8.78,21.9,19.09,14.4,10.83,8.21,23.17,17.34,19.74,18.4,14.1,14.7,11.75,9.89,8.91,7.5
196702,-99.99,6.85,1.98,0.49,7.49,2.9,1.6,1.01,0.52,8.27,4.69,2.77,3.04,2.05,1.16,1.59,0.41,0.96,0.08
196703,-99.99,6.59,5.68,4.46,6.55,6.59,5.52,5.18,4.13,6.48,6.8,6.81,6.37,5.42,5.63,5.27,5.09,4.37,3.9
196704,-99.99,4.51,3.86,3.72,4.66,3.5,4.03,4.28,3.28,4.81,4.12,3.57,3.43,4.17,3.88,4,4.57,2.72,3.85
196705,-99.99,0.46,-1.28,-3.45,0.78,-1.42,-1.61,-1.4,-4.08,1.03,-0.09,-1.53,-1.31,-2.35,-0.91,-0.6,-2.22,-3.88,-4.28
196706,-99.99,11.74,5.61,2.29,12.54,7.38,4.93,3.81,1.68,13.23,10.13,6.58,8.22,5.13,4.73,4.13,3.49,2,1.36
196707,-99.99,10.32,6.48,5.39,10.63,8.22,6.39,5.46,5.16,11.13,9.04,8.55,7.84,6.64,6.13,5.08,5.85,5.15,5.16
196708,-99.99,1.51,-0.1,-0.47,1.66,-0.12,0.09,0,-0.43,2.24,-0.16,0.66,-0.99,0.22,-0.04,0.54,-0.54,-0.24,-0.62
196709,-99.99,8.77,4.23,1.97,9.32,5.41,3.63,2.98,2.23,9.93,7.4,5.71,5.08,3.13,4.13,4.52,1.44,2.33,2.13
196710,-99.99,-0.85,-2.99,-4.62,-0.39,-2.63,-3.06,-4.64,-4.44,0.22,-2.35,-3.45,-1.71,-3.48,-2.65,-4.32,-4.97,-5.02,-3.85
196711,-99.99,-0.66,1.16,0.79,-0.91,0.84,0.91,1.42,0.72,-1.56,1.15,0.73,0.96,1.3,0.53,1.92,0.91,0.72,0.73
196712,-99.99,10.8,6.43,2.99,11.04,8.99,6.54,3.26,3.11,11.44,9.81,9.45,8.46,6.76,6.32,3.76,2.76,3.01,3.2
196801,-99.99,6.17,-1.46,-3.72,7.07,0.24,-1.47,-2.93,-3.85,8.91,1.26,1.02,-0.64,-0.14,-2.73,-2.4,-3.45,-2.17,-5.54
196802,-99.99,-6.57,-4.85,-3.33,-6.81,-5.69,-4.21,-4.5,-2.82,-7.12,-5.82,-5.21,-6.24,-3.94,-4.47,-4.64,-4.36,-3.16,-2.48
196803,-99.99,-1.68,-0.37,0.16,-1.72,-1.39,-0.25,0.06,0.39,-1.91,-1.09,-1.49,-1.28,-1.24,0.7,0.42,-0.3,-0.3,1.08
196804,-99.99,16.7,12.61,9.43,17.08,14.56,12.5,10.5,8.88,17.23,16.63,14.51,14.61,12.26,12.74,10.47,10.52,9.21,8.54
196805,-99.99,13.4,6.01,2.49,14.11,8.02,6.05,4.49,1.88,15.86,8.53,9.33,6.54,5.88,6.21,5.29,3.71,2.46,1.3
196806,-99.99,1.52,1.43,2.11,1.75,0.68,1.06,2.29,2.14,2.28,0.06,0.24,1.19,1.96,0.19,2.54,2.05,2.53,1.75
196807,-99.99,-2.05,-4.49,-2.49,-2.08,-3.38,-3.79,-3.99,-2.47,-1.47,-3.88,-1.87,-4.97,-2.85,-4.9,-5.5,-2.53,-2.26,-2.68
196808,-99.99,4.6,2.78,1.87,4.75,3.28,3.39,1.97,1.47,4.79,4.63,3.71,2.83,4.13,2.5,1.31,2.62,1.43,1.51
196809,-99.99,7.59,6.64,5.39,7.72,6.93,6.28,7,4.52,8.05,6.74,6.84,7.03,7.23,5.14,6.97,7.02,5.41,3.63
196810,-99.99,0.46,1.07,1.02,0.32,0.7,1.51,0.92,1.25,0.33,0.3,1.3,0.07,1.68,1.31,1.26,0.59,1.56,0.95
196811,-99.99,6.88,8.3,6.57,6.63,8.5,8.22,7.59,6.26,6.55,6.85,8.34,8.67,8.26,8.18,8.04,7.15,6.46,6.06
196812,-99.99,2.88,-2,-3.04,3.51,-1.04,-1.98,-3.17,-2.84,4.23,1.4,-0.82,-1.28,-1.55,-2.48,-2.91,-3.42,-2.62,-3.05
196901,-99.99,-0.01,-1.23,-0.15,0.12,-0.58,-1.31,-0.81,-0.41,0.42,-0.77,-0.74,-0.41,-0.75,-1.98,-2,0.36,0.08,-0.9
196902,-99.99,-9.95,-7.88,-5.8,-10.24,-8.3,-7.74,-7.11,-5.36,-10.54,-9.37,-8.22,-8.39,-7.95,-7.5,-7.6,-6.63,-5.88,-4.85
196903,-99.99,2.08,1.6,2.1,2.15,1.69,1.6,1.81,2.11,2.16,2.1,1.7,1.68,1.87,1.29,1.51,2.1,0.94,3.26
196904,-99.99,-0.22,0.94,1.51,-0.38,0.81,0.69,1.14,1.91,-0.63,0.38,0.72,0.91,0.73,0.65,1.51,0.76,1.92,1.89
196905,-99.99,1.09,-0.5,-0.18,1.37,-1.09,-0.06,-0.12,-0.18,1.7,0.4,-0.49,-1.73,0.21,-0.36,-0.04,-0.19,-0.91,0.53
196906,-99.99,-13.18,-10.63,-6.99,-13.47,-11.31,-10.9,-8.51,-6.7,-13.61,-13.09,-11.5,-11.11,-11.29,-10.43,-9.47,-7.56,-6.61,-6.78
196907,-99.99,-11.26,-8.25,-6.27,-11.54,-9.3,-8.44,-6.96,-6.02,-11.63,-11.2,-9.72,-8.82,-8.52,-8.36,-7.17,-6.75,-6.32,-5.71
196908,-99.99,4.65,6.4,5.36,4.41,5.7,7.62,5.7,4.8,4.05,5.7,5.97,5.39,8.37,6.85,5.01,6.42,3.99,5.62
196909,-99.99,-3.29,-0.96,-2.08,-3.68,-0.7,-1.08,-1.88,-2.06,-3.79,-3.3,-1.15,-0.19,-0.96,-1.19,-1.65,-2.13,-1.06,-3.07
196910,-99.99,11.04,8.08,6.42,11.38,9.15,7.68,7.18,6.3,11.76,9.99,9.18,9.11,7.65,7.71,7.67,6.67,7.06,5.53
196911,-99.99,-6.86,-4.55,-3.46,-7.2,-4.64,-4.92,-3.9,-3.34,-7.32,-6.79,-4.97,-4.28,-5.24,-4.59,-4.09,-3.7,-3.44,-3.24
196912,-99.99,-9.67,-3.9,-2.13,-9.98,-6.78,-3.85,-2.09,-2.16,-10.72,-7.31,-7.92,-5.5,-3.61,-4.11,-2.1,-2.08,-2.76,-1.56
197001,-99.99,-1.63,-6.31,-7.65,-0.98,-4.98,-6.91,-7.55,-7.36,0.18,-5.14,-5.2,-4.74,-6.65,-7.19,-6.93,-8.2,-6.03,-8.71
197002,-99.99,3.2,4.29,7.18,3.06,3.97,4.38,5.47,7.54,2.82,3.92,3.98,3.95,3.58,5.19,4.51,6.48,7.84,7.24
197003,-99.99,-3.33,-1.42,-0.61,-3.53,-2.62,-1.07,-0.43,-0.6,-3.6,-3.28,-2.26,-3.02,-1.31,-0.82,-0.25,-0.62,-0.28,-0.93
197004,-99.99,-18.47,-15.16,-10.61,-18.68,-17.25,-14.96,-12.42,-10.09,-19.14,-17.01,-17.33,-17.16,-15.03,-14.89,-13.19,-11.63,-10.79,-9.37
197005,-99.99,-8.98,-10.38,-7.25,-8.97,-9.98,-10.48,-9.12,-6.41,-8.89,-9.28,-9.01,-11.07,-10.63,-10.34,-9.35,-8.87,-6.89,-5.93
197006,-99.99,-8.63,-7.43,-4.96,-8.67,-8.84,-6.88,-5.43,-5.19,-8.41,-9.62,-8.39,-9.35,-6.57,-7.2,-6.31,-4.52,-5.28,-5.09
197007,-99.99,4.39,7.85,7.75,3.92,7.25,7.68,8.64,7.29,3.36,5.93,7.06,7.48,8.95,6.28,8.63,8.66,7.32,7.27
197008,-99.99,6.47,6.5,5.24,6.16,7.6,6.75,5.89,4.73,6.06,6.55,8.19,6.88,6,7.57,5.54,6.26,5.69,3.77
197009,-99.99,16.75,9.75,4.77,17.03,13.67,9.76,7.12,3.67,17.8,14.27,15.12,11.88,9.39,10.15,7.3,6.94,4.32,3.02
197010,-99.99,-7.9,-4.22,-2.38,-8.17,-5.31,-4.41,-3.79,-1.79,-8.7,-6.27,-6.36,-4.01,-4.74,-4.05,-4.04,-3.53,-2.11,-1.47
197011,-99.99,-2.91,3.79,5.44,-3.71,2.3,3.64,5.04,5.55,-4.61,-0.52,1.64,3.11,3.72,3.56,4.86,5.23,6.37,4.73
197012,-99.99,8.51,8.78,7.17,8.59,8.48,8.54,8.77,6.51,8.28,9.7,8.06,9.01,8.36,8.73,9.05,8.47,6.8,6.23
197101,-99.99,18.46,8.92,5.7,19.33,12.16,8.93,7.41,4.66,21.09,13.09,13.5,10.52,9.98,7.82,7.09,7.75,5.27,4.06
197102,-99.99,6.81,2.74,1.65,7.53,3.01,2.81,2.2,1.19,8.24,5.03,2.68,3.4,2.68,2.95,1.85,2.57,0.92,1.46
197103,-99.99,5.92,5.67,4.22,6.06,5.27,6.25,4.97,3.73,6.17,5.68,5.14,5.43,7.11,5.31,4.75,5.2,3.37,4.08
197104,-99.99,1.94,3.87,3.13,1.76,3.13,4.24,3.58,3,1.49,2.7,3,3.28,4.36,4.11,3.77,3.38,2.84,3.16
197105,-99.99,-6.17,-3.79,-3.4,-6.27,-5.01,-4.1,-3.25,-3.1,-6.59,-5.16,-5.57,-4.34,-4.22,-3.96,-2.54,-3.99,-2.76,-3.44
197106,-99.99,-3.09,-0.76,0.63,-3.18,-1.36,-1.49,0.21,0.67,-3.53,-1.96,-2.54,0.04,-1.41,-1.58,-0.12,0.56,0.6,0.73
197107,-99.99,-6.55,-4.74,-4.06,-6.73,-5.48,-4.59,-4.43,-3.77,-6.8,-6.49,-5.53,-5.41,-3.38,-5.82,-4.26,-4.62,-3.68,-3.85
197108,-99.99,3.7,5.41,4.31,3.35,5.42,5.21,5.4,4.17,2.78,5.33,5.65,5.14,3.86,6.58,6.15,4.59,4.08,4.26
197109,-99.99,-0.52,-0.53,-0.8,-0.37,-0.95,-0.53,-0.53,-1.03,-0.44,-0.09,-1.43,-0.39,-0.65,-0.4,-0.7,-0.34,-0.85,-1.21
197110,-99.99,-6.52,-5.33,-4.43,-6.68,-5.06,-6.21,-4.21,-4.76,-6.83,-6.16,-5.58,-4.46,-5.94,-6.49,-4.61,-3.77,-5.67,-3.85
197111,-99.99,-4.96,-1.71,-0.67,-5.18,-2.63,-2.14,-1.36,-0.24,-5.6,-3.75,-3.68,-1.41,-1.9,-2.39,-1.21,-1.53,-0.97,0.49
197112,-99.99,12.71,11.79,9.47,12.41,13.45,11.54,10.83,9.25,12.34,12.65,14.43,12.32,10.92,12.18,11.66,9.92,10.17,8.33
197201,-99.99,15.49,5.36,2.07,16.71,7.75,5.1,3.41,1.79,18.16,11.73,8.51,6.88,5.45,4.75,4.12,2.64,2.16,1.41
197202,-99.99,4.87,3.5,2.88,5.05,3.94,3.12,2.76,3.39,5.53,3.39,3.85,4.05,2.21,4.06,3.61,1.85,3.46,3.32
197203,-99.99,-0.64,0.74,0.42,-0.81,0.25,1.05,1.06,-0.04,-0.83,-0.76,0.35,0.14,1.03,1.07,0.81,1.34,-0.28,0.19
197204,-99.99,0.02,0.12,0.54,-0.21,0.74,0.03,0.01,0.97,-0.11,-0.53,1.29,0.1,0.54,-0.49,0.32,-0.33,1.11,0.82
197205,-99.99,-3.23,-0.87,0.5,-3.13,-2.63,-1.48,0.08,1.11,-3.45,-2.06,-3.81,-1.28,-1.77,-1.18,0.81,-0.72,0.47,1.75
197206,-99.99,-3.77,-3.04,-3.09,-3.97,-2.65,-3.26,-3.37,-2.79,-4.14,-3.39,-2.67,-2.63,-3.69,-2.82,-3.07,-3.7,-3.52,-2.06
197207,-99.99,-3.73,-2.95,-1.63,-3.74,-3.86,-2.37,-2.65,-1.29,-3.38,-4.9,-3.71,-4.04,-2.29,-2.46,-3,-2.29,-2.33,-0.25
197208,-99.99,-0.27,2.15,4.38,-0.4,0.82,2.5,3.13,4.67,-0.47,-0.17,0.5,1.2,2.67,2.31,2.45,3.84,4.84,4.49
197209,-99.99,-4.04,-2.58,-1.44,-4.12,-3.24,-2,-2.42,-1.52,-4.11,-4.15,-3.55,-2.88,-1.61,-2.41,-3.52,-1.29,-1.97,-1.07
197210,-99.99,-2.68,-0.65,1.14,-2.93,-0.77,-0.75,-0.29,1.61,-3.18,-2.1,-1.17,-0.3,-0.98,-0.49,-0.82,0.26,0.88,2.34
197211,-99.99,4.16,6.33,6.63,3.85,6.12,5.82,7.65,6.02,3.39,5.35,6.02,6.24,5.85,5.79,7.51,7.8,7.08,4.95
197212,-99.99,-3.33,-0.88,-0.31,-3.43,-2.25,-0.4,-1.04,0.07,-3.83,-2.13,-2.76,-1.66,-0.34,-0.47,-1.03,-1.05,-1.24,1.38
197301,-99.99,-2.6,-6.66,-5.15,-2.13,-6.11,-6.6,-5.99,-4.98,-1.09,-5.49,-5.43,-6.9,-6.68,-6.52,-6.5,-5.46,-7.32,-2.63
197302,-99.99,-8.14,-7.67,-4.86,-8.08,-8.38,-8.03,-6.34,-4.09,-7.76,-9.1,-8.51,-8.22,-8.1,-7.95,-6.32,-6.36,-4.13,-4.05
197303,-99.99,-2.97,-3.15,-1.49,-2.94,-3.06,-3.37,-2.89,-0.79,-2.85,-3.24,-3.18,-2.93,-3.63,-3.1,-2.92,-2.84,-1.53,-0.05
197304,-99.99,-7.55,-7.85,-5.61,-7.61,-7.92,-7.25,-7.24,-5.23,-7.34,-8.48,-7.18,-8.79,-6.86,-7.66,-8.09,-6.36,-5.6,-4.86
197305,-99.99,-10.23,-7.57,-3.53,-10.3,-9.22,-7.5,-6.2,-2.44,-10.45,-9.79,-9.84,-8.48,-7.86,-7.12,-6.74,-5.64,-3.41,-1.46
197306,-99.99,-3.47,-3.73,-2.55,-3.53,-3.57,-3.42,-3.47,-2.35,-3.34,-4.12,-3.15,-4.05,-4.2,-2.6,-4.01,-2.92,-3.73,-0.97
197307,-99.99,11.65,10.29,7.69,11.49,12.7,9.64,9.65,6.61,11.28,12.76,13.23,12,9.81,9.42,9.71,9.58,7.37,5.8
197308,-99.99,-5.22,-3.22,-2.18,-5.26,-4.69,-3.27,-1.97,-2,-5.34,-4.77,-4.88,-4.43,-3.15,-3.4,-1.52,-2.48,-1.65,-2.38
197309,-99.99,6.51,10.03,8.45,6.18,9.68,9.87,10.48,7.52,5.63,9.49,9.65,9.72,9.83,9.93,10.83,10.08,9.03,5.91
197310,-99.99,-0.27,-0.35,-0.86,-0.21,-0.72,-0.2,-0.52,-0.98,-0.08,-1.01,-0.82,-0.6,-0.88,0.63,-0.39,-0.66,-1.94,0.05
197311,-99.99,-18.44,-16.94,-13.23,-18.51,-17.73,-16.49,-16.3,-11.96,-18.56,-18.22,-17.74,-17.73,-16.1,-16.96,-17.04,-15.47,-12.52,-11.36
197312,-99.99,-5.83,-0.69,2.01,-6.15,-2.26,-0.79,1.69,1.56,-6.65,-3.2,-2.79,-1.58,-1.29,-0.2,0.7,2.8,1.26,1.87
197401,-99.99,16.35,7.66,2.17,16.75,11.29,7.94,4.28,1.04,17.42,12.87,12.55,9.66,7.64,8.31,4.39,4.15,2.55,-0.6
197402,-99.99,0.85,0.09,0.73,0.84,0.95,-0.25,0.37,0.56,1.03,-0.28,0.9,1,0.13,-0.71,-0.25,1.05,0.06,1.09
197403,-99.99,2.07,-0.98,-2.68,2.33,-0.23,-0.92,-2.48,-2.76,2.69,0.28,-0.42,0.03,-1.17,-0.62,-2.43,-2.53,-2.81,-2.7
197404,-99.99,-5.04,-6.07,-5.86,-4.88,-5.99,-6.05,-6.86,-5.45,-4.72,-5.77,-6.53,-5.28,-5.76,-6.4,-7.13,-6.56,-6.3,-4.54
197405,-99.99,-6.94,-8.04,-5.11,-6.83,-7.82,-8.3,-7,-4.59,-6.67,-7.78,-7.92,-7.69,-8.15,-8.47,-7.89,-6.01,-6.04,-3.03
197406,-99.99,-2.83,-3.61,-3.41,-2.79,-3.11,-3.84,-3.8,-3.22,-2.71,-3.23,-3.21,-2.97,-3.51,-4.24,-3.86,-3.74,-3.6,-2.8
197407,-99.99,-5.42,-4.32,-6.08,-5.48,-4.89,-3.71,-4.91,-6.96,-5.46,-5.57,-4.98,-4.77,-4.3,-2.98,-5.21,-4.6,-6.03,-7.92
197408,-99.99,-7.72,-8.57,-9.98,-7.63,-8.21,-8.57,-9.7,-10.13,-7.53,-8.16,-8.51,-7.81,-8.87,-8.19,-9.66,-9.74,-10.11,-10.15
197409,-99.99,-7.62,-8.31,-9.26,-7.52,-8.32,-8.34,-8.4,-9.89,-7.38,-8.27,-8.5,-8.08,-8.51,-8.12,-8.58,-8.21,-8.09,-11.75
197410,-99.99,6.93,11.87,18.06,6.48,10.37,11.34,15.46,19.86,5.67,10.9,10.68,9.95,10.25,12.7,15.88,15.03,18.84,20.92
197411,-99.99,-5.48,-4.1,-2.55,-5.63,-4.22,-4.41,-2.46,-2.98,-5.71,-5.2,-4.18,-4.27,-4.31,-4.52,-3.08,-1.82,-2.71,-3.26
197412,-99.99,-9.13,-5.27,-2.89,-9.37,-6.6,-4.78,-4.74,-2.35,-9.83,-6.92,-7.12,-5.91,-5.28,-4.15,-5.64,-3.81,-1.85,-2.87
197501,-99.99,31.76,25.65,17.44,31.99,28.45,25.53,22.87,15.35,31.98,32.02,29.86,26.57,27.75,22.76,24.68,20.99,17.75,12.87
197502,-99.99,6.26,4.13,5.49,6.3,4.84,4.53,4.47,5.83,6.59,4.79,5.89,3.45,4.23,4.9,4.05,4.91,5.55,6.12
197503,-99.99,9.47,6.3,4.38,9.79,6.76,6.06,5.9,3.8,9.93,9.06,6.82,6.67,6.37,5.67,6.41,5.37,3.47,4.14
197504,-99.99,2.99,4.19,4.92,3.02,3.01,4.44,4.72,5.05,2.94,3.42,2.79,3.31,4.51,4.35,4.76,4.69,4.75,5.37
197505,-99.99,7.99,6.6,5.75,8.06,7.39,5.79,6.72,5.65,8.07,8.03,7.37,7.42,5.96,5.58,7.48,5.92,5.17,6.15
197506,-99.99,7.67,6.39,6.82,7.67,7.29,6.2,6.98,6.3,7.77,7.11,7.64,6.82,6.79,5.46,6.3,7.69,7.38,5.18
197507,-99.99,0.97,-3.79,-6.56,1.44,-3.18,-4.05,-5.69,-6.43,2.21,-2.35,-3.52,-2.83,-3.82,-4.35,-4.63,-6.79,-5.85,-7.02
197508,-99.99,-5.37,-3.98,-2.5,-5.36,-4.99,-3.79,-3.56,-1.94,-5.25,-5.91,-5.51,-4.47,-3.68,-3.95,-3.67,-3.44,-2.18,-1.7
197509,-99.99,-3.51,-4.01,-4.05,-3.53,-3.7,-3.91,-4.08,-4.01,-3.51,-3.66,-3.28,-4.13,-3.71,-4.19,-4.04,-4.12,-3.33,-4.68
197510,-99.99,0.52,3.26,6.03,0.31,2.73,2.62,5.8,5.95,-0.08,2.19,2.59,2.86,1.81,3.74,5.45,6.16,5.67,6.23
197511,-99.99,1.52,2.58,3.45,1.39,2.41,2.5,3.98,2.92,1.3,1.84,2.8,2.01,1.72,3.58,3.64,4.34,2.76,3.09
197512,-99.99,-0.46,-0.13,-0.91,-0.37,-1.03,0.2,-0.48,-0.83,-0.46,0.03,-1.27,-0.78,0.02,0.44,0.07,-1.05,-0.12,-1.55
197601,-99.99,20.12,17.04,13.1,20.21,18.64,17.02,14.99,12.39,20.33,19.61,19.28,17.97,17.29,16.64,15.65,14.29,13.35,11.43
197602,-99.99,14.51,6.36,0.81,15.14,8.48,6.1,3.34,-0.26,16.23,9.83,8.62,8.33,6.07,6.12,4.02,2.62,1.41,-1.94
197603,-99.99,2.44,1.59,1.74,2.62,1.21,1.38,1.79,1.83,2.84,1.52,0.75,1.69,1.44,1.29,1.98,1.58,0.99,2.67
197604,-99.99,-0.38,-0.89,-1.11,-0.3,-1.24,-0.47,-1.28,-0.99,-0.11,-1.23,-1.16,-1.33,-0.23,-0.79,-1.26,-1.31,-0.8,-1.19
197605,-99.99,-2.25,-1.27,-1.07,-2.36,-1.54,-0.93,-1.54,-0.58,-2.44,-1.97,-1.23,-1.87,-0.55,-1.45,-1.19,-1.9,-0.51,-0.65
197606,-99.99,2.01,4.7,5.44,1.92,3.27,5.24,5.22,5.32,1.75,2.74,2.81,3.75,4.96,5.63,4.81,5.64,5.34,5.29
197607,-99.99,0.42,0.12,-0.55,0.42,0.52,-0.06,-0.26,-0.75,0.43,0.36,0.39,0.66,0.2,-0.37,-0.32,-0.2,-0.8,-0.69
197608,-99.99,-1.77,-1.51,-0.44,-1.67,-2.22,-1.68,-0.8,-0.18,-1.77,-1.16,-2.68,-1.73,-1.58,-1.81,-0.7,-0.89,-0.08,-0.28
197609,-99.99,1.13,2.72,2.35,0.97,2.98,2.59,2.19,2.33,0.72,2.38,2.61,3.38,2.63,2.54,1.98,2.41,2.32,2.33
197610,-99.99,-2.1,-2.04,-2.2,-2.08,-2.13,-1.84,-1.95,-2.7,-2.13,-1.84,-2.23,-2.02,-1.65,-2.06,-2.57,-1.31,-2.91,-2.49
197611,-99.99,2.42,3.73,1.63,2.22,3.91,4.02,3.24,0.71,1.83,4.39,4.22,3.57,3.82,4.26,3.25,3.24,2.11,-0.74
197612,-99.99,10.72,8.95,6.68,10.74,10.15,8.79,7.78,6.27,10.95,9.56,10.59,9.67,9.74,7.66,8.16,7.38,7.14,5.37
197701,-99.99,5.9,-0.13,-4.35,6.33,1.59,-0.2,-2.56,-5.11,6.89,3.18,1.98,1.16,0.24,-0.7,-2.09,-3.05,-4.26,-5.98
197702,-99.99,1.1,-1.29,-2.07,1.35,-0.79,-1.76,-1.9,-2,1.69,-0.54,-1.16,-0.38,-1.24,-2.37,-1.61,-2.2,-2.35,-1.63
197703,-99.99,1.38,0.49,-0.45,1.54,0.18,0.64,0.09,-0.77,1.68,0.74,-0.11,0.51,0.62,0.66,0.08,0.1,0,-1.55
197704,-99.99,1.96,1.54,1.09,1.96,1.69,1.6,1.53,0.83,2.08,1.33,1.9,1.47,1.25,2.01,1.51,1.55,1.94,-0.31
197705,-99.99,0.71,-0.23,-1.02,0.83,-0.25,-0.04,-0.89,-1.1,1,-0.11,-0.4,-0.09,0.19,-0.31,-0.9,-0.88,-0.28,-1.94
197706,-99.99,5.16,6.2,5.1,5.1,6.23,6.31,5.35,4.78,4.93,6.02,5.74,6.75,6.79,5.75,5.06,5.64,4.26,5.32
197707,-99.99,2.1,-0.57,-1.87,2.31,-0.07,-0.47,-1.62,-1.8,2.57,0.87,0.13,-0.29,-0.31,-0.67,-1.26,-2,-2.15,-1.44
